State,District,Year,Quarter,Transaction_count,Transaction_amount
Bihar,Jamui,2018,q2,73817,105507695.7
Bihar,Sheikhpura,2018,q2,30292,43496026.13
Bihar,Siwan,2018,q2,216997,449888077.4
Bihar,Muzaffarpur,2018,q2,554675,841276317.7
Bihar,Patna,2018,q2,1650942,2328839156
Bihar,Jehanabad,2018,q2,76302,94030824.15
Bihar,Rohtas,2018,q2,281535,364889751.1
Bihar,Begusarai,2018,q2,200949,276462421
Bihar,Supaul,2018,q2,120248,207587718.3
Bihar,Sitamarhi,2018,q2,207834,327556110.6
Bihar,Saran,2018,q2,261588,474215326.9
Bihar,Arwal,2018,q2,41799,51924029.93
Bihar,Vaishali,2018,q2,316405,471071129.4
Bihar,West Champaran,2018,q2,305553,542379988.9
Bihar,Gopalganj,2018,q2,176783,361155964.3
Bihar,Lakhisarai,2018,q2,63428,79811566.98
Bihar,Aurangabad,2018,q2,166360,242694823.7
Bihar,Kaimur Bhabua Bhabua,2018,q2,95278,133155808.1
Bihar,Araria,2018,q2,144230,340399877.3
Bihar,Munger,2018,q2,104641,135654469.1
Bihar,Katihar,2018,q2,218980,363989212.7
Bihar,Khagaria,2018,q2,107663,171833273.7
Bihar,Saharsa,2018,q2,137218,228422184
Bihar,Bhagalpur,2018,q2,265147,373912200.8
Bihar,Madhubani,2018,q2,286112,554829469.6
Bihar,Kishanganj,2018,q2,68492,137867030.3
Bihar,Gaya,2018,q2,324390,438042055.8
Bihar,Samastipur,2018,q2,316985,502582636
Bihar,Banka,2018,q2,62184,71579691.62
Bihar,East Champaran,2018,q2,373033,650452550.6
Bihar,Sheohar,2018,q2,31877,49770706.4
Bihar,Bhojpur,2018,q2,179667,260921666.8
Bihar,Madhepura,2018,q3,149943,336637863.7
Bihar,Purnia,2018,q3,254555,489478561.6
Bihar,Nalanda,2018,q3,896006,768203889.8
Bihar,Buxar,2018,q3,141186,188136993.8
Bihar,Darbhanga,2018,q3,413648,764466707.8
Bihar,Nawada,2018,q3,209878,289802022.4
Bihar,Jamui,2018,q3,104140,152652365.4
Bihar,Sheikhpura,2018,q3,37393,56373786.92
Bihar,Siwan,2018,q3,272311,538177446
Bihar,Muzaffarpur,2018,q3,959708,1265457842
Bihar,Patna,2018,q3,3360157,3873142431
Bihar,Jehanabad,2018,q3,158009,154263782.8
Bihar,Rohtas,2018,q3,701262,668806719.3
Bihar,Begusarai,2018,q3,226986,368522165.5
Bihar,Supaul,2018,q3,165526,272659476.2
Bihar,Sitamarhi,2018,q3,266426,479856960.6
Bihar,Saran,2018,q3,366520,636933865.5
Bihar,Arwal,2018,q3,78393,92938267.76
Bihar,Vaishali,2018,q3,427385,660314110.8
Bihar,West Champaran,2018,q3,427544,778844053
Bihar,Gopalganj,2018,q3,218210,422499144.2
Bihar,Lakhisarai,2018,q3,129690,136115938
Bihar,Aurangabad,2018,q3,269704,354055669.2
Bihar,Kaimur Bhabua Bhabua,2018,q3,128090,180251318.4
Bihar,Araria,2018,q3,167608,428450949.7
Bihar,Munger,2018,q3,136515,186691409.2
Bihar,Katihar,2018,q3,252857,513132287.8
Bihar,Khagaria,2018,q3,145602,245267621.8
Bihar,Saharsa,2018,q3,185665,334445151.1
Bihar,Bhagalpur,2018,q3,422204,579615297.8
Bihar,Madhubani,2018,q3,353968,681883536.8
Bihar,Kishanganj,2018,q3,94729,232008456.6
Bihar,Gaya,2018,q3,919453,893929004
Bihar,Samastipur,2018,q3,400049,660092785.7
Bihar,Banka,2018,q3,86362,101993249
Bihar,East Champaran,2018,q3,544285,921447417.6
Bihar,Sheohar,2018,q3,43723,79579549.21
Bihar,Bhojpur,2018,q3,252114,348676280.9
Bihar,Madhepura,2018,q4,206209,482649436.5
Bihar,Purnia,2018,q4,323276,731281592.9
Bihar,Nalanda,2018,q4,666931,846144772.8
Bihar,Buxar,2018,q4,166308,281722827.9
Bihar,Darbhanga,2018,q4,515957,1142706538
Bihar,Nawada,2018,q4,225093,417621899.2
Bihar,Jamui,2018,q4,156998,267317791.3
Bihar,Sheikhpura,2018,q4,52160,94354176.73
Bihar,Siwan,2018,q4,366863,813062416.7
Bihar,Muzaffarpur,2018,q4,886640,1682571935
Bihar,Patna,2018,q4,3256138,4907266831
Bihar,Jehanabad,2018,q4,176508,216771088.3
Bihar,Rohtas,2018,q4,534230,818426211.8
Bihar,Begusarai,2018,q4,326254,570039331.1
Bihar,Supaul,2018,q4,207479,393510177.5
Bihar,Sitamarhi,2018,q4,338316,664456738.6
Bihar,Saran,2018,q4,495166,976827835.4
Bihar,Arwal,2018,q4,94144,128451766.5
Bihar,Vaishali,2018,q4,522642,964760831.6
Bihar,West Champaran,2018,q4,582470,1215256333
Bihar,Gopalganj,2018,q4,288486,665355068.2
Bihar,Lakhisarai,2018,q4,115486,181734953.5
Bihar,Aurangabad,2018,q4,345707,535217438.4
Bihar,Kaimur Bhabua Bhabua,2018,q4,175587,291814682.8
Bihar,Araria,2018,q4,224141,643458080.3
Bihar,Munger,2018,q4,173044,283385408.5
Bihar,Katihar,2018,q4,364308,755567035
Bihar,Khagaria,2018,q4,175089,336919554.5
Bihar,Saharsa,2018,q4,226972,503942086.4
Bihar,Bhagalpur,2018,q4,460720,770462001.2
Bihar,Madhubani,2018,q4,480479,1055071917
Bihar,Kishanganj,2018,q4,130169,375883248.5
Bihar,Gaya,2018,q4,724866,1079658571
Bihar,Samastipur,2018,q4,529944,1020002681
Bihar,Banka,2018,q4,120661,153837814.7
Bihar,East Champaran,2018,q4,732175,1458571864
Bihar,Sheohar,2018,q4,57310,111505767.7
Bihar,Bhojpur,2018,q4,307475,560408464.8
Bihar,Madhepura,2019,q1,264883,576254457.2
Bihar,Purnia,2019,q1,432736,880288859.2
Bihar,Nalanda,2019,q1,946010,1077003029
Bihar,Buxar,2019,q1,269395,400579206.5
Bihar,Darbhanga,2019,q1,763583,1448771358
Bihar,Nawada,2019,q1,358636,558537691
Bihar,Jamui,2019,q1,254802,390616872.4
Bihar,Sheikhpura,2019,q1,84957,128265941.3
Bihar,Siwan,2019,q1,551354,1022001680
Bihar,Muzaffarpur,2019,q1,1262299,2061506662
Bihar,Patna,2019,q1,7894598,11217940482
Bihar,Jehanabad,2019,q1,281786,306816678.9
Bihar,Rohtas,2019,q1,879724,1104230103
Bihar,Begusarai,2019,q1,456148,695166454.3
Bihar,Supaul,2019,q1,291495,551617489
Bihar,Sitamarhi,2019,q1,511026,830161563.2
Bihar,Saran,2019,q1,688941,1194323044
Bihar,Arwal,2019,q1,166197,181951883.2
Bihar,Vaishali,2019,q1,749004,1174950626
Bihar,West Champaran,2019,q1,938338,1627339577
Bihar,Gopalganj,2019,q1,436537,840103896.8
Bihar,Lakhisarai,2019,q1,172050,249104102.8
Bihar,Aurangabad,2019,q1,568106,821609333.8
Bihar,Kaimur Bhabua Bhabua,2019,q1,286810,419488028.5
Bihar,Araria,2019,q1,303436,771182123.9
Bihar,Munger,2019,q1,244480,359390718.4
Bihar,Katihar,2019,q1,545240,978868951.6
Bihar,Khagaria,2019,q1,227052,388654881.1
Bihar,Saharsa,2019,q1,325350,701328047.2
Bihar,Bhagalpur,2019,q1,669334,944495875.6
Bihar,Madhubani,2019,q1,725008,1443743325
Bihar,Kishanganj,2019,q1,172840,475097517.2
Bihar,Gaya,2019,q1,1025084,1460009336
Bihar,Samastipur,2019,q1,792952,1239854737
Bihar,Banka,2019,q1,183133,217589903.5
Bihar,East Champaran,2019,q1,1069790,1856147556
Bihar,Sheohar,2019,q1,93729,142778197.8
Bihar,Bhojpur,2019,q1,469391,765057325.8
Bihar,Madhepura,2019,q2,249723,707798711.1
Bihar,Purnia,2019,q2,430976,1078967975
Bihar,Nalanda,2019,q2,710450,1254625996
Bihar,Buxar,2019,q2,231824,475000124.2
Bihar,Darbhanga,2019,q2,727675,1822608072
Bihar,Nawada,2019,q2,348121,761867645.8
Bihar,Jamui,2019,q2,273377,595497429.4
Bihar,Sheikhpura,2019,q2,75522,150977914.8
Bihar,Siwan,2019,q2,533899,1255140385
Bihar,Muzaffarpur,2019,q2,1260648,2730311714
Bihar,Patna,2019,q2,13421445,26125484618
Bihar,Jehanabad,2019,q2,209202,370093501.8
Bihar,Rohtas,2019,q2,659316,1290203427
Bihar,Begusarai,2019,q2,420369,861135419.9
Bihar,Supaul,2019,q2,261835,621350641.8
Bihar,Sitamarhi,2019,q2,464001,1054440855
Bihar,Saran,2019,q2,660816,1511533675
Bihar,Arwal,2019,q2,127961,228089174.5
Bihar,Vaishali,2019,q2,706255,1503710720
Bihar,West Champaran,2019,q2,754956,1807646307
Bihar,Gopalganj,2019,q2,419736,1042999795
Bihar,Lakhisarai,2019,q2,140776,288144511.1
Bihar,Aurangabad,2019,q2,466316,1028918813
Bihar,Kaimur Bhabua Bhabua,2019,q2,233890,502827065.8
Bihar,Araria,2019,q2,275976,848688675.9
Bihar,Munger,2019,q2,225552,434455543
Bihar,Katihar,2019,q2,500894,1262216432
Bihar,Khagaria,2019,q2,211775,474324786.3
Bihar,Saharsa,2019,q2,309217,777991635.4
Bihar,Bhagalpur,2019,q2,615040,1150904188
Bihar,Madhubani,2019,q2,689839,1830248521
Bihar,Kishanganj,2019,q2,172899,551086091.1
Bihar,Gaya,2019,q2,919937,1718017779
Bihar,Samastipur,2019,q2,659872,1446039768
Bihar,Banka,2019,q2,149782,265207653.1
Bihar,East Champaran,2019,q2,937122,2207821270
Bihar,Sheohar,2019,q2,77989,173885487.1
Bihar,Bhojpur,2019,q2,425496,922175961.2
Bihar,Madhepura,2019,q3,285255,739372428.9
Bihar,Purnia,2019,q3,538629,1275466657
Bihar,Nalanda,2019,q3,734808,1272371591
Bihar,Buxar,2019,q3,233814,437029984.6
Bihar,Darbhanga,2019,q3,802970,1893397262
Bihar,Nawada,2019,q3,372689,810703742.8
Bihar,Jamui,2019,q3,293099,629177159.6
Bihar,Sheikhpura,2019,q3,74944,150326592.7
Bihar,Siwan,2019,q3,609065,1237987049
Bihar,Muzaffarpur,2019,q3,1526447,2988596104
Bihar,Patna,2019,q3,13404838,29128507191
Bihar,Jehanabad,2019,q3,215894,348008740.4
Bihar,Rohtas,2019,q3,637472,1189129970
Bihar,Begusarai,2019,q3,486249,950089935.4
Bihar,Supaul,2019,q3,303444,702060184.9
Bihar,Sitamarhi,2019,q3,515053,1195168691
Bihar,Saran,2019,q3,768342,1481370487
Bihar,Arwal,2019,q3,129870,205282509.2
Bihar,Vaishali,2019,q3,835929,1574270005
Bihar,West Champaran,2019,q3,794590,1810006587
Bihar,Gopalganj,2019,q3,492551,1040012341
Bihar,Lakhisarai,2019,q3,166181,301418673.6
Bihar,Aurangabad,2019,q3,489823,976700580.1
Bihar,Kaimur Bhabua Bhabua,2019,q3,223817,430488298.6
Bihar,Araria,2019,q3,337253,991970413.1
Bihar,Munger,2019,q3,284046,462815661.3
Bihar,Katihar,2019,q3,605697,1365069712
Bihar,Khagaria,2019,q3,267467,508683169.8
Bihar,Saharsa,2019,q3,364988,859959130.6
Bihar,Bhagalpur,2019,q3,666207,1192702909
Bihar,Madhubani,2019,q3,732727,1815165090
Bihar,Kishanganj,2019,q3,212575,605260943.6
Bihar,Gaya,2019,q3,1275920,1904955491
Bihar,Samastipur,2019,q3,725863,1503897790
Bihar,Banka,2019,q3,168148,282598675.2
Bihar,East Champaran,2019,q3,1028626,2348550131
Bihar,Sheohar,2019,q3,83755,185572590.8
Bihar,Bhojpur,2019,q3,450855,898638782.5
Bihar,Madhepura,2019,q4,395526,1113340861
Bihar,Purnia,2019,q4,735598,1873193948
Bihar,Nalanda,2019,q4,1426896,1803708281
Bihar,Buxar,2019,q4,361937,672103503.4
Bihar,Darbhanga,2019,q4,1059279,2585981570
Bihar,Nawada,2019,q4,547595,1167043567
Bihar,Jamui,2019,q4,407483,905118756
Bihar,Sheikhpura,2019,q4,124377,225016146.9
Bihar,Siwan,2019,q4,865806,1926229487
Bihar,Muzaffarpur,2019,q4,1900732,4136536726
Bihar,Patna,2019,q4,17235243,37707384361
Bihar,Jehanabad,2019,q4,343084,501279185.2
Bihar,Rohtas,2019,q4,1129246,1764430308
Bihar,Begusarai,2019,q4,687513,1400383169
Bihar,Supaul,2019,q4,418643,1026480093
Bihar,Sitamarhi,2019,q4,686989,1556217974
Bihar,Saran,2019,q4,1039542,2265346427
Bihar,Arwal,2019,q4,207671,302520117.8
Bihar,Vaishali,2019,q4,1092261,2283531751
Bihar,West Champaran,2019,q4,1130965,2726720274
Bihar,Gopalganj,2019,q4,650123,1570634886
Bihar,Lakhisarai,2019,q4,254456,472346955.6
Bihar,Aurangabad,2019,q4,751614,1434726641
Bihar,Kaimur Bhabua Bhabua,2019,q4,333727,644719192
Bihar,Araria,2019,q4,462746,1410655861
Bihar,Munger,2019,q4,353666,657222418.9
Bihar,Katihar,2019,q4,772131,1876729627
Bihar,Khagaria,2019,q4,344043,784039610.2
Bihar,Saharsa,2019,q4,495346,1211669207
Bihar,Bhagalpur,2019,q4,914156,1720136936
Bihar,Madhubani,2019,q4,1038907,2655204864
Bihar,Kishanganj,2019,q4,279243,840550915.2
Bihar,Gaya,2019,q4,1627240,2505031785
Bihar,Samastipur,2019,q4,995634,2217497574
Bihar,Banka,2019,q4,241765,424522416.2
Bihar,East Champaran,2019,q4,1432859,3375935182
Bihar,Sheohar,2019,q4,120327,266342849.8
Bihar,Bhojpur,2019,q4,665945,1302893151
Bihar,Madhepura,2020,q1,480526,1364725314
Bihar,Purnia,2020,q1,893061,2167563282
Bihar,Nalanda,2020,q1,1053570,2072042821
Bihar,Buxar,2020,q1,388504,827738991.9
Bihar,Darbhanga,2020,q1,1296525,3181062830
Bihar,Nawada,2020,q1,529218,1196256748
Bihar,Jamui,2020,q1,394536,865572635
Bihar,Sheikhpura,2020,q1,130669,285519415
Bihar,Siwan,2020,q1,1271446,3110551571
Bihar,Muzaffarpur,2020,q1,2083611,4863182775
Bihar,Patna,2020,q1,15560992,39935619593
Bihar,Jehanabad,2020,q1,317868,622588363.5
Bihar,Rohtas,2020,q1,989497,2233802827
Bihar,Begusarai,2020,q1,805744,1778528408
Bihar,Supaul,2020,q1,548881,1442744378
Bihar,Sitamarhi,2020,q1,785267,1906088096
Bihar,Saran,2020,q1,1173182,2601605429
Bihar,Arwal,2020,q1,188963,369500731.2
Bihar,Vaishali,2020,q1,1177251,2609194508
Bihar,West Champaran,2020,q1,1495660,3918107336
Bihar,Gopalganj,2020,q1,838277,2019980907
Bihar,Lakhisarai,2020,q1,261395,541750310
Bihar,Aurangabad,2020,q1,790573,1777915099
Bihar,Kaimur Bhabua Bhabua,2020,q1,362763,798668648
Bihar,Araria,2020,q1,573320,1691300733
Bihar,Munger,2020,q1,386821,756628791.9
Bihar,Katihar,2020,q1,927801,2253746833
Bihar,Khagaria,2020,q1,446511,1116121644
Bihar,Saharsa,2020,q1,592496,1538256332
Bihar,Bhagalpur,2020,q1,1141739,2607337584
Bihar,Madhubani,2020,q1,1264352,3304637933
Bihar,Kishanganj,2020,q1,366857,1105518980
Bihar,Gaya,2020,q1,1524983,2986729749
Bihar,Samastipur,2020,q1,1233758,2987274106
Bihar,Banka,2020,q1,274099,495594270.4
Bihar,East Champaran,2020,q1,1671939,4068019842
Bihar,Sheohar,2020,q1,138460,323926587.2
Bihar,Bhojpur,2020,q1,720700,1531449127
Bihar,Madhepura,2020,q2,694489,1926390841
Bihar,Purnia,2020,q2,1220645,3144206569
Bihar,Nalanda,2020,q2,1236612,2511735768
Bihar,Buxar,2020,q2,528766,1138890072
Bihar,Darbhanga,2020,q2,1660540,3932060944
Bihar,Nawada,2020,q2,830738,1856990665
Bihar,Jamui,2020,q2,616481,1292352801
Bihar,Sheikhpura,2020,q2,190302,406544187.5
Bihar,Siwan,2020,q2,1496472,3205163656
Bihar,Muzaffarpur,2020,q2,2572251,5903193156
Bihar,Patna,2020,q2,13807801,37859920785
Bihar,Jehanabad,2020,q2,429941,878935641.2
Bihar,Rohtas,2020,q2,1317112,3012571093
Bihar,Begusarai,2020,q2,1013896,2205771258
Bihar,Supaul,2020,q2,782514,1940245968
Bihar,Sitamarhi,2020,q2,1089786,2443446939
Bihar,Saran,2020,q2,1590231,3305092760
Bihar,Arwal,2020,q2,268085,564599035.4
Bihar,Vaishali,2020,q2,1501134,3209993082
Bihar,West Champaran,2020,q2,1947807,4653237699
Bihar,Gopalganj,2020,q2,1167013,2541417532
Bihar,Lakhisarai,2020,q2,363770,767683220.4
Bihar,Aurangabad,2020,q2,1130661,2486444709
Bihar,Kaimur Bhabua Bhabua,2020,q2,543289,1285754642
Bihar,Araria,2020,q2,858907,2480203645
Bihar,Munger,2020,q2,522173,1029703568
Bihar,Katihar,2020,q2,1255101,3151138413
Bihar,Khagaria,2020,q2,576287,1467466199
Bihar,Saharsa,2020,q2,823372,2081765909
Bihar,Bhagalpur,2020,q2,1561760,3998834365
Bihar,Madhubani,2020,q2,1777506,4146168147
Bihar,Kishanganj,2020,q2,526568,1487107955
Bihar,Gaya,2020,q2,1972685,4100072381
Bihar,Samastipur,2020,q2,1536299,3614031763
Bihar,Banka,2020,q2,458109,844160854.1
Bihar,East Champaran,2020,q2,2357758,5443836316
Bihar,Sheohar,2020,q2,205238,451476592.4
Bihar,Bhojpur,2020,q2,954643,2037914496
Bihar,Madhepura,2020,q3,840190,2407274296
Bihar,Purnia,2020,q3,1716768,4557372216
Bihar,Nalanda,2020,q3,1624864,3529746839
Bihar,Buxar,2020,q3,656065,1455757663
Bihar,Darbhanga,2020,q3,2323627,5614591300
Bihar,Nawada,2020,q3,1000893,2308993006
Bihar,Jamui,2020,q3,734016,1609232019
Bihar,Sheikhpura,2020,q3,241583,574111444.3
Bihar,Siwan,2020,q3,1927410,4329423959
Bihar,Muzaffarpur,2020,q3,3476178,8200376319
Bihar,Patna,2020,q3,20716631,53687192630
Bihar,Jehanabad,2020,q3,550190,1104035168
Bihar,Rohtas,2020,q3,1626703,3856856055
Bihar,Begusarai,2020,q3,1317210,2893661972
Bihar,Supaul,2020,q3,923545,2379533644
Bihar,Sitamarhi,2020,q3,1409661,3409254145
Bihar,Saran,2020,q3,2089459,4722794813
Bihar,Arwal,2020,q3,340974,694512744.6
Bihar,Vaishali,2020,q3,2036376,4585312142
Bihar,West Champaran,2020,q3,2269399,5255815898
Bihar,Gopalganj,2020,q3,1415473,3174685073
Bihar,Lakhisarai,2020,q3,450566,1035626941
Bihar,Aurangabad,2020,q3,1435440,3120668555
Bihar,Kaimur Bhabua Bhabua,2020,q3,624278,1428780291
Bihar,Araria,2020,q3,1042498,2994975161
Bihar,Munger,2020,q3,679643,1421983384
Bihar,Katihar,2020,q3,1523754,3853316755
Bihar,Khagaria,2020,q3,714776,1852615085
Bihar,Saharsa,2020,q3,972500,2472660208
Bihar,Bhagalpur,2020,q3,2291210,5919155398
Bihar,Madhubani,2020,q3,2378853,5502534112
Bihar,Kishanganj,2020,q3,636842,1847126001
Bihar,Gaya,2020,q3,2533169,5418904172
Bihar,Samastipur,2020,q3,1964342,4648101415
Bihar,Banka,2020,q3,535276,1012504549
Bihar,East Champaran,2020,q3,3014805,7082795603
Bihar,Sheohar,2020,q3,259484,625127614.8
Bihar,Bhojpur,2020,q3,1209097,2741456518
Bihar,Madhepura,2020,q4,1155495,3405769862
Bihar,Purnia,2020,q4,2416041,6313205421
Bihar,Nalanda,2020,q4,2255217,5113627159
Bihar,Buxar,2020,q4,963324,2433657274
Bihar,Darbhanga,2020,q4,3297598,8213612835
Bihar,Nawada,2020,q4,1338381,3226293361
Bihar,Jamui,2020,q4,1013521,2328130984
Bihar,Sheikhpura,2020,q4,313125,779886887.6
Bihar,Siwan,2020,q4,2923089,7277805274
Bihar,Muzaffarpur,2020,q4,4970912,12202451466
Bihar,Patna,2020,q4,24443301,59562106826
Bihar,Jehanabad,2020,q4,767929,1632955082
Bihar,Rohtas,2020,q4,2274947,5786209443
Bihar,Begusarai,2020,q4,1917729,4383397822
Bihar,Supaul,2020,q4,1248616,3451957983
Bihar,Sitamarhi,2020,q4,1921037,5163962876
Bihar,Saran,2020,q4,3186771,7973001812
Bihar,Arwal,2020,q4,458804,977567078.5
Bihar,Vaishali,2020,q4,2855999,6877998946
Bihar,West Champaran,2020,q4,3212814,8105523399
Bihar,Gopalganj,2020,q4,2155078,5396052519
Bihar,Lakhisarai,2020,q4,631414,1489033799
Bihar,Aurangabad,2020,q4,2000839,4731495349
Bihar,Kaimur Bhabua Bhabua,2020,q4,804133,1996021958
Bihar,Araria,2020,q4,1536430,4487761349
Bihar,Munger,2020,q4,985968,2097436831
Bihar,Katihar,2020,q4,2214215,5579698504
Bihar,Khagaria,2020,q4,1056610,2780348233
Bihar,Saharsa,2020,q4,1364666,3474389173
Bihar,Bhagalpur,2020,q4,2991335,7190986202
Bihar,Madhubani,2020,q4,3371688,8381284791
Bihar,Kishanganj,2020,q4,891347,2782113132
Bihar,Gaya,2020,q4,3671183,8039045790
Bihar,Samastipur,2020,q4,2867496,7160693870
Bihar,Banka,2020,q4,715298,1444721613
Bihar,East Champaran,2020,q4,4295258,11303073256
Bihar,Sheohar,2020,q4,340485,925961538.8
Bihar,Bhojpur,2020,q4,1763580,4436373436
Bihar,Madhepura,2021,q1,1236738,3829336405
Bihar,Purnia,2021,q1,2732403,7235829630
Bihar,Nalanda,2021,q1,2268463,5351626269
Bihar,Buxar,2021,q1,879471,2401505831
Bihar,Darbhanga,2021,q1,3456999,8967471837
Bihar,Nawada,2021,q1,1343218,3497752896
Bihar,Jamui,2021,q1,1038356,2639451343
Bihar,Sheikhpura,2021,q1,300298,824998708.4
Bihar,Siwan,2021,q1,2823522,6920358607
Bihar,Muzaffarpur,2021,q1,5221017,13070944463
Bihar,Patna,2021,q1,41272981,88998693556
Bihar,Jehanabad,2021,q1,723928,1700603455
Bihar,Rohtas,2021,q1,2216469,6088176848
Bihar,Begusarai,2021,q1,1977439,4651369214
Bihar,Supaul,2021,q1,1362458,4085528078
Bihar,Sitamarhi,2021,q1,1895158,5446770751
Bihar,Saran,2021,q1,3020459,7424026781
Bihar,Arwal,2021,q1,430486,1040900665
Bihar,Vaishali,2021,q1,2763964,6839038568
Bihar,West Champaran,2021,q1,3418382,9047860514
Bihar,Gopalganj,2021,q1,2101332,5212014141
Bihar,Lakhisarai,2021,q1,613756,1545725650
Bihar,Aurangabad,2021,q1,1991766,5360695923
Bihar,Kaimur Bhabua Bhabua,2021,q1,794062,2190183736
Bihar,Araria,2021,q1,1645629,5106231998
Bihar,Munger,2021,q1,960092,2192552875
Bihar,Katihar,2021,q1,2323955,6390929746
Bihar,Khagaria,2021,q1,1072001,2989173409
Bihar,Saharsa,2021,q1,1467040,4023753806
Bihar,Bhagalpur,2021,q1,3729907,8757585232
Bihar,Madhubani,2021,q1,3251471,8809359759
Bihar,Kishanganj,2021,q1,956184,3331835551
Bihar,Gaya,2021,q1,3790466,8943163048
Bihar,Samastipur,2021,q1,2833659,7326852419
Bihar,Banka,2021,q1,678449,1625176383
Bihar,East Champaran,2021,q1,4379932,11804741355
Bihar,Sheohar,2021,q1,337930,992124431.7
Bihar,Bhojpur,2021,q1,1622637,4309305816
Bihar,Madhepura,2021,q2,1684296,5218255019
Bihar,Purnia,2021,q2,3753134,10051174946
Bihar,Nalanda,2021,q2,2876066,6967154494
Bihar,Buxar,2021,q2,1252195,3456834620
Bihar,Darbhanga,2021,q2,4739297,11767784405
Bihar,Nawada,2021,q2,1911948,5050993065
Bihar,Jamui,2021,q2,1521567,3812688721
Bihar,Sheikhpura,2021,q2,427755,1154376779
Bihar,Siwan,2021,q2,4705097,11418849549
Bihar,Muzaffarpur,2021,q2,6872504,17019791091
Bihar,Patna,2021,q2,53400850,114936398152
Bihar,Jehanabad,2021,q2,995035,2626018955
Bihar,Rohtas,2021,q2,3001706,8146321798
Bihar,Begusarai,2021,q2,2745981,6263183535
Bihar,Supaul,2021,q2,1834979,5320160535
Bihar,Sitamarhi,2021,q2,2697354,7205555125
Bihar,Saran,2021,q2,4392087,10815034969
Bihar,Arwal,2021,q2,605677,1539697265
Bihar,Vaishali,2021,q2,3799946,9160292753
Bihar,West Champaran,2021,q2,4672176,11234841878
Bihar,Gopalganj,2021,q2,3111515,7589526483
Bihar,Lakhisarai,2021,q2,840880,2158341955
Bihar,Aurangabad,2021,q2,2708735,6989875840
Bihar,Kaimur Bhabua Bhabua,2021,q2,1150340,3095159551
Bihar,Araria,2021,q2,2293469,6805583750
Bihar,Munger,2021,q2,1320520,3058878685
Bihar,Katihar,2021,q2,3117723,8474000097
Bihar,Khagaria,2021,q2,1469798,4091424766
Bihar,Saharsa,2021,q2,1904150,5015686223
Bihar,Bhagalpur,2021,q2,5068435,11733711173
Bihar,Madhubani,2021,q2,4695466,11634612115
Bihar,Kishanganj,2021,q2,1256800,3935360082
Bihar,Gaya,2021,q2,4732185,11427447209
Bihar,Samastipur,2021,q2,4015424,9848885595
Bihar,Banka,2021,q2,999688,2292049412
Bihar,East Champaran,2021,q2,6300129,15889825388
Bihar,Sheohar,2021,q2,516755,1470937924
Bihar,Bhojpur,2021,q2,2211960,5903541283
Bihar,Madhepura,2021,q3,2034018,5500029849
Bihar,Purnia,2021,q3,4826016,11168325428
Bihar,Nalanda,2021,q3,3381075,7437410612
Bihar,Buxar,2021,q3,1331392,3166266893
Bihar,Darbhanga,2021,q3,5791524,12557911471
Bihar,Nawada,2021,q3,2139002,5233101106
Bihar,Jamui,2021,q3,1679182,3769910511
Bihar,Sheikhpura,2021,q3,463143,1178457856
Bihar,Siwan,2021,q3,6975763,14555326813
Bihar,Muzaffarpur,2021,q3,8663460,19088505214
Bihar,Patna,2021,q3,65085179,120377977089
Bihar,Jehanabad,2021,q3,1195445,3015464946
Bihar,Rohtas,2021,q3,3409156,7988380312
Bihar,Begusarai,2021,q3,3382669,7023004546
Bihar,Supaul,2021,q3,2247423,5797237916
Bihar,Sitamarhi,2021,q3,3071280,7538949775
